DATE RESTITUTION or SETTLEMENT,Title,Image,Artist,Datierung,Material,Height,Provenance,Verlustgeschichte,Status,Published Since,Contact,Person,Permalink To This Page,Literature
2022,Dying Warrior,LA455225_70841.jpg,"Corinth, Lovis;Birth 1858.07.21, Tapiau (Ost-Preußen);Death 1925.07.17, Zandvoort;Place of activity Königsberg, Berlin",1913,Oil: canvas / painted,56.00 cm,"Prof. Frick, Collection Curt Schueler, Berlin (until at least 1933), [...];2022 amicable settlement;Read more;Read less",,"amicable settlement;Literature / Source;Lovis Corinth, Ausstellung von Gemälden und Aquarellen zu seinem Gedächtnis, Nationalgalerie Berlin, 1926, Nr. 229 [""Der Verwundete"" - Besitzer: Kurt Schüler, Berlin], Berend-Corinth, Charlotte, Corinth, Lovis, Röthel, Hans Konrad [Bearb.]: Die Gemälde von Lovis Corinth: Werkkatalog, München, 1958, Nr. 570 (mit Abb.);Read more;Read less",06.11.2019,Dr. Sabine Rudolph Rechtsanwältin Phone +49 (0)351 317220 rudolph@heimann-dresden.de,"Schueler, Curt",https://www.lostart.de/en/Verlust/584795,"Lovis Corinth, Ausstellung von Gemälden und Aquarellen zu seinem Gedächtnis, Nationalgalerie Berlin, 1926, Nr. 229 [""Der Verwundete"" - Besitzer: Kurt Schüler, Berlin], Berend-Corinth, Charlotte, Corinth, Lovis, Röthel, Hans Konrad [Bearb.]: Die Gemälde von Lovis Corinth: Werkkatalog, München, 1958, Nr. 570 (mit Abb.);Read more"
,Asters/ Reines-marguerites,,"Fantin-Latour, (Theodore) Title Asters/ Reines-marguerites Datierung 1869 Object type Painting Group of reported objects Painting Material / Technique canvas / painted;Height 57.00 cm;Width 49.00 cm;Description;Margerite flowers in a vase. Their flowers are focused on the surrounding fruits lying on a tablecloth. Plums, peaches and grapes.;Read more;Read less;Provenance;Richard Semmel, Berlin, offered on auction Muller, Amsterdam, 13.06.1933, no 12, with illustration;settlement between claimants and current owner;Read more;Read less;Verlustgeschichte Amsterdam / Auktion Muller, 1933;Status;amicable settlement;Published since 22.11.2017",1869,canvas / painted,57.00 cm,"Richard Semmel, Berlin, offered on auction Muller, Amsterdam, 13.06.1933, no 12, with illustration;settlement between claimants and current owner;Read more;Read less","Amsterdam / Auktion Muller, 1933",amicable settlement,22.11.2017,Olaf S. Ossmann Rechtsanwalt office@ossmann.ch,"Semmel, Richard",https://www.lostart.de/en/Verlust/572219,
2022,Snow in Argenteuil/ Neige à Argenteuil,LA446390_63685.jpg,"Monet, Claude Oscar;Birth 1840.02.14, Paris;Death 1926.12.16, Giverny (Eure);Place of activity Le Havre, Paris, Paris-Argenteuil, Vétheuil, Giverny (Eure)",1875,canvas / painted,60.50 cm,"Richard Semmel, Berlin, offered on auction Muller, Amsterdam, 13.06.1933, no. 21, with fig.;2022 amicable settlement with the heirs;Read more;Read less","Amsterdam / Auktion Muller, 1933",amicable settlement,22.11.2017,Olaf S. Ossmann Rechtsanwalt office@ossmann.ch,"Semmel, Richard",https://www.lostart.de/en/Verlust/572251,
,The bouquet of flowers/ Le bouquet de fleurs (Bouquet of lilacs / Bouquet of Lilacs),,"Pissarro, Camille Jacob;Birth 1831.07.10, St. Thomas (West-Indien);Death 1903.11.13, Paris;Place of activity Paris, Montmorency, La Varenne-St.Hilaire, Pontoise, London, Eragny",1876,canvas / painted,71.00 cm,"Paul Emil Pissarro (son of Camille Pissarro), acquired by Semmel, Berlin by Galerie Heinemann on 28.08.1929 for 15.000 RM, Richard Semmel, Berlin, issued Exposition du Centenaire de la Nancy de Camille Pissarro, au Musée de l'Orangerie des Tuileries, Paris 1930, no. 138 (owner: Richard Semmel, Berlin), offered on auction Muller, Amsterdam, 13.06.1933, no. 25, with fig. For 1.000 fl offered, back, Gallery Moos, Geneva, of Moos, 17.11.1945, acquired by Knoedler, New York, October-November 1945 Exhibition Gallery Wildenstein, New York ""Camille Pissarro: His Place in Art"", No. 14, January 2, 1946 by Knoedler to Richard N. Ryan, New York, Mrs Clifford Klenk (formerly Mrs. Ryan), New York, 1961 Exhibition New York, Metropolitan Museum, ""Paintings from Private Collections"", No. 70, 1962 Exhibition New York, Metropolitan Museum, ""Paintings from Private Collections"", No. 69, 1963 Exhibition New York, Metropolitan Museum, ""Paintings from Private Collections"", No. 58, 1966 Exhibition New York, Knoedler Galleries ""Impressionist Treasures from Private Collections in New York"", No. 23, 09.10.1968 Auction Parke-Bernet, New York (The property of a New York private collector (Mrs. Clifford Klenk)), No. 3 with Fig., here purchased by the Norton Simon Museum of Art, Pasadena (Calif.), 1969 Exhibition Philadelphia Museum of Art ""Recent Acquisitions by the Norton Simon, Inc. Museum of Art"", No. 9, 1970 Exhibition Berkeley, University Art Museum ""Excellence: Art from the University Community"", No. 288, 02.-04.05.1973, New York auction, Sotheby Parke-Bernet (Property of Norton Simon Museum of Art), No. 24, purchased here by Marlborough International Fine Art, Vaduz, Dec. 1973 Exhibition Princeton (New Jersey), The Art Museum ""Selections from the Norton Simon Museum of Arts"" No. 26, by Marlborough International Fine Art, Vaduz 1974 to a private collector from Madrid sold, 02.05.2006 Auction Christie's New York, Lot. 3, cat. P. 13, estimated price US $ 800,000-1,200,000 - not sold, amicable agreement under negotiation;settlement between claimants and current owner;Read more;Read less","Amsterdam / Auktion Muller, 1933",amicable settlement,22.11.2017,Olaf S. Ossmann Rechtsanwalt office@ossmann.ch,"Semmel, Richard",https://www.lostart.de/en/Verlust/572264,
2019,Eleven red apples (Still life with peaches)/ Les onze pommes rouges;Nature morte aux pêches,LA446406_63701.jpg,"Renoir, Auguste;Birth 1841.02.25, Limoges;Death 1919.12.02, Cagnes;Place of activity Paris, Essoyes",1902-1904,canvas / painted,19.50 cm,"29 June 1926 Auction Bangel Frankfurt, Richard Semmel, Berlin, offered on auction Muller, Amsterdam, 13.06.1933, no. 38, with fig., Georges Darier, Geneva, offered at auction Galerie Moos, Geneva, 23.05.1936, no. 27, 11 December 1948 Parke Bernet Galleries (C.S. Wadsworth Trust) New York, cat. No. 76 $ 1,800, 21 May 1982 Sotheby's Parke Bernet, No. 309A, 16 November 1988 Christie's New York, Lot 270;2019 amicable settlement with the heirs;Read more;Read less","Amsterdam / Auktion Muller, 1933",amicable settlement,22.11.2017,Olaf S. Ossmann Rechtsanwalt office@ossmann.ch,"Semmel, Richard",https://www.lostart.de/en/Verlust/572281,
2022,Fruit seller in a gateway (market scene / cheese seller)/ La marchande de fromage,LA446420_63715.jpg,"Zick, Januarius;Birth 1730.02.06 / 1732.05.31?, München;Death 1797.11.14, Ehrenbreitstein;Place of activity Basel, Rom, Augsburg, Trier, Wiblingen",,canvas / painted,69.00 cm,"Richard Semmel, Berlin, 1925 exhibited at the Berlin exhibition ""Gemälde Alter Meister aus Berliner Privatbesitz"", catalog p. 66, no. 435, owner: R.S., offered at the auction Muller, Amsterdam 21.11.1933, no. 69 (here without fig.), offered at auction Galerie Moos, Geneva, 23.05.1936, no. 146, 09.06.1978 at Christie's in London (auction Mrs. H.W. Cohu e.a., cat. No. 202 or 201, with fig.), here acquired by Scheidwimmer (?), Nov. 1978 at the Munich Trade Fair, art dealer Xaver Scheidwimmer (pre-announcement with Fig. In Burlington July 1978, p. 788);2022 restituted to the heirs;Read more;Read less","Amsterdam / Auktion Muller, 1933",restituted,22.11.2017,Olaf S. Ossmann Rechtsanwalt office@ossmann.ch,"Semmel, Richard",https://www.lostart.de/en/Verlust/572299,
,Kaartspelers / Kartenspieler,LA20426_41907.jpg,"Codde, Pieter Jacobsz.;Birth (vor) 1599.12.11, Amsterdam;Death (vor) 1678.10.12, Amsterdam;Place of activity Amsterdam",1636,Holz / painted,33.00 cm,"Beschlagnahme in Amsterdam, Versteigerung Marle en Bignell 27.1.1942 Nr. 15, Käufer: v. Wieringen, Niederlande;Read more;Read less","Amsterdam, 1942",amicable settlement,2008,von Trott zu Solz Lammek Rechtsanwälte • Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Siegfeld, Arno",https://www.lostart.de/en/Verlust/403835,
2020,L 'Allee des maronniers au Jas de Bouffan,LA11583_38827.jpg,"Cézanne, Paul;Birth 1839.01.19, Aix-en-Provence (Bouches-du-Rhône);Death 1906.10.23, Aix-en-Provence (Bouches-du-Rhône);Place of activity Paris, Auvers-sur-Oise, Aix-en-Provence (Bouches-du-Rhône)",1890/1895,pencil;watercolour;paper / drawn,48.50 cm,"Paul Cézanne fils, Paris, 1907 Ambroise Vollard, Paris, 1907 Galerie Bernheim-Jeune, Paris, 1910 Alphonse Kann, St. Germain-en-Laye, Christian Tetzen-Lund, Copenhagen, [...], Collection Max Silberberg, Breslau, 23.03. 1935 Auction Paul Gruppe, Berlin, lot 32 (sold for RM 660), private property Diessenhofen, Switzerland, 2018 amicable settlement with Silberberg's heirs, 21.05.2018 Auction Villa Grisebach, lot 4 (post-sale), private property, 04.06.2019 Auction Dorotheum, Vienna, lot 32 (not sold), 18.09.2020 Auction Kornfeld Gallery, Bern, lot 17, private property;Read more;Read less",,"amicable settlement;Literature / Source;Rewald, John: Paul Cézanne. The Watercolours. A Catalogue Raisonné, Boston/London 1983, Nr. 321, Venturi, Lionello: Cezanne. Son Art - Son Oeuvre, San Francisco 1989, Nr. 956;Read more;Read less",2004,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Silberberg, Max (Sammlung)",https://www.lostart.de/en/Verlust/304096,"Rewald, John: Paul Cézanne. The Watercolours. A Catalogue Raisonné, Boston/London 1983, Nr. 321, Venturi, Lionello: Cezanne. Son Art - Son Oeuvre, San Francisco 1989, Nr. 956;Read more"
2006,Am Brunnen / Women at a fountain,LA11590_38833.jpg,"Delacroix, Eugène;Birth 1798.04.26, Charenton-Saint-Maurice;Death 1863.08.13, Paris;Place of activity Paris Erw.-landschaft: Orient",1854,Oil: Canvas / painted,55.30 cm,"Petit, Bernheim, Sammlung Max Silberberg, Breslau, Privatbesitz Frankreich, Privatbesitz, 2006 Restitution, Versteigerung nach Vergleich;Read more;Read less",nach 1934,restituted,2004,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Silberberg, Max (Sammlung)",https://www.lostart.de/en/Verlust/304082,
2020,Fleeing couple,,"Barlach, Ernst;Birth 1870.01.02, Wedel (Holstein);Death 1938.10.24, Rostock;Place of activity Güstrow, Paris, Hamburg, Berlin, Wedel (Holstein)",,charcoal: paper / drawn (charcoal),51.00 cm,"Collection Max Silberberg, Breslau, Auction Graupe, Berlin, 12.10.1935, No. 2, [...], Private collection, USA, [...], Auction Hauswedell & Nolte, Hamburg, 1.6.1978, No. 30, Private collection, Germany;2020 amicable settlement with the heirs;Read more;Read less",,amicable settlement,2005,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Silberberg, Max (Sammlung)",https://www.lostart.de/en/Verlust/305888,
2018,Les Laveuses du Quai d' Anjou,LA445889_63338.jpg,"Daumier, Honoré;Birth 1808.02.26 / 1810.26.02, Marseille;Death 1879.02.10, Valmondois;Place of activity Paris, Valmondois",,Oil;canvas / painted,46.00 cm,"Arsène Alexandre, Paris, 18.05.1903 Galerie Georges Petit, Paris, lot 16, Graat && Madoulé, Paris;[...], Wilhelm Uhde, Dresden, [...], at the latest from 1926 Collection Max Silberberg, Breslau, 23.03. 1935 Auction Paul Graupe, Berlin, lot 23 (sold for 10,000 RM), Galerie Matthiesen, Berlin, Karl Goeritz, Chemnitz/London, Irmgard Goeritz Selver, New York, Otto Wertheimer (Galerie Les Tourettes), Basel, Wildenstein & Co. Inc., New York, 1965 Collection Peggy and David Rockefeller, New York, 2018 amicable settlement, 10.05.2018 Auction Christie's, New York, Lot 518, Private property;Read more;Read less",,"amicable settlement;Literature / Source;Klossowski, Erich: Honoré Daumier, München 1923, Nr. 221, Abb. 93, Fuchs, Eduard: Der Maler Daumier, 1930, S. 49, Abb. 74, Maison, K. E.: Honoré Daumier. Catalogue Raisonné of the Paintings, Watercolours and Drawings, London 1968, Nr. I-40, Barzini, Luigi/ Mandel, Gabriele: L'opera pittorica completa de Daumier, Milano 1971, Nr. 53, The Daumier register;Read more;Read less",2002,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Silberberg, Max (Sammlung)",https://www.lostart.de/en/Verlust/271837,"Klossowski, Erich: Honoré Daumier, München 1923, Nr. 221, Abb. 93, Fuchs, Eduard: Der Maler Daumier, 1930, S. 49, Abb. 74, Maison, K. E.: Honoré Daumier. Catalogue Raisonné of the Paintings, Watercolours and Drawings, London 1968, Nr. I-40, Barzini, Luigi/ Mandel, Gabriele: L'opera pittorica completa de Daumier, Milano 1971, Nr. 53, The Daumier register;Read more"
2006,La Seine a Saint Mammes,,"Sisley, Alfred;Birth 1839.10.30, Paris;Death 1899.01.29, Moret-sur-Loing;Place of activity Paris, Sèvres, Moret-sur-Loing",1885,Oil;canvas,55.00 cm,"20.02.1908 Hotel Drouot, Paris, lot 39, Léon Payen, Paris, 29-30.06.1916 Hotel Drouot, Paris, lot 105, Mrs. Simon, [...], at the latest from 1923 collection Max Silberberg, Breslau, 23.03.1935 auction Paul Graupe, Berlin, lot 29 (sold for 8.900 RM), private collection, Europe, 2006 amicable settlement, 19.06.2006 auction Sotheby's, lot 32, private ownership;Read more;Read less",,"amicable settlement;Literature / Source;Kunst und Künstler, Jg. XXI [1923], Heft 4, S. 133, Kunst und Künstler, XXX [1931], Heft 1, S. 15, Daulte, Francois: Alfred Sisley. Catalogue raisonné de l'oeuvre peint, Lausanne 1959, Nr. 621;Read more;Read less",2004,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Silberberg, Max (Sammlung)",https://www.lostart.de/en/Verlust/297588,"Kunst und Künstler, Jg. XXI [1923], Heft 4, S. 133, Kunst und Künstler, XXX [1931], Heft 1, S. 15, Daulte, Francois: Alfred Sisley. Catalogue raisonné de l'oeuvre peint, Lausanne 1959, Nr. 621;Read more"
2020,Old woman on crutches,,"Barlach, Ernst;Birth 1870.01.02, Wedel (Holstein);Death 1938.10.24, Rostock;Place of activity Güstrow, Paris, Hamburg, Berlin, Wedel (Holstein)",,charcoal: paper / drawn (charcoal),23.00 cm,"Collection Max Silberberg, Breslau, Auction Graupe, Berlin, 12.10.1935, No. 3, [...], Private collection, USA, [...], Auction Hauswedell & Nolte, Hamburg, 1.6.1978, No. 29, Private collection, Germany;2020 amicable settlement with the heirs;Read more;Read less",,"amicable settlement;Literature / Source;Schult, Friedrich, Ernst Barlach, Bd. 2, Das graphische Werk, Hamburg 1958/1971, Nr. 1362;Read more;Read less",2005,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Silberberg, Max (Sammlung)",https://www.lostart.de/en/Verlust/305887,"Schult, Friedrich, Ernst Barlach, Bd. 2, Das graphische Werk, Hamburg 1958/1971, Nr. 1362;Read more"
,Studie zu Iphigenie,LA10597_38333.jpg,"Feuerbach, Anselm;Birth 1829.09.12, Speyer;Death 1880.01.04, Venedig;Place of activity Rom, Wien, Venedig",1867,Chalk: paper,47.00 cm,"Collection Max Silberberg, Breslau, Auction at Graupe, Berlin 1935, Auction at Rosen, Berlin 1953, Private asset. 2001 Staatsgalerie Stuttgart;Read more;Read less",,amicable settlement,2004,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Silberberg, Max (Sammlung)",https://www.lostart.de/en/Verlust/297573,
2014,The refreshment,LA10606_38341.jpg,"Marées, Hans von;Birth 1837.12.24, Elberfeld;Death 1887.06.05, Rom;Place of activity München, Rom, Berlin, Dresden, Neapel, Florenz",,Tempera paint;wood,64.00 cm,"1925 Max Silberberg, Breslau, 23.03.1935 Auction Paul Graupe, Berlin, lot 9, Braunstein, Klein, 1980 Foundation Klein to the Museum of Wiesbaden, 2014 restituted;Read more;Read less",,restituted,2004,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Silberberg, Max (Sammlung)",https://www.lostart.de/en/Verlust/297583,
2008,The Wartburg before the restoration,LA11589_38832.jpg,"Menzel, Adolph;Birth 1815.12.08, Breslau;Death 1905.02.09, Berlin;Place of activity Berlin",1849 / (1847?),pencil: paper / drawn,13.00 cm,"collection Max Silberberg, Breslau, 12.10.1935 auction Paul Graupe, Berlin, lot 86 (sold for 360 RM), collection Hinze, Stettin, 20.11.1953 Karl & Faber, Munich, lot 463, private property Munich;2008 Restitution to the heirs;Read more;Read less",,"restituted;Literature / Source;Paul Graupe, Handzeichnungen des 16. bis 20. Jahrhunderts, Gemälde, altes Kunstgewerbe: aus verschiedenem Privatbesitz, Berlin, 12. Oktober 1935 (Katalog Nr. 147), Deutsche Zeichenkunst der Goethezeit. Handzeichnungen und Aquarelle aus der Sammlung Winterstein, München 1958, Nr. 102;Read more;Read less",2004,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Silberberg, Max (Sammlung)",https://www.lostart.de/en/Verlust/304105,"Paul Graupe, Handzeichnungen des 16. bis 20. Jahrhunderts, Gemälde, altes Kunstgewerbe: aus verschiedenem Privatbesitz, Berlin, 12. Oktober 1935 (Katalog Nr. 147), Deutsche Zeichenkunst der Goethezeit. Handzeichnungen und Aquarelle aus der Sammlung Winterstein, München 1958, Nr. 102;Read more"
2015,Rock gorge with resting hiker (forest landscape with prayer pillar),LA27041_44103.jpg,"Blechen, Karl;Birth 1798.07.29, Cottbus;Death 1840.07.23, Berlin;Place of activity Berlin",,"Graphite, pen: Paper / drawn, washed",17.00 cm,"collection Max Silberberg, Breslau, auction Paul Graupe, Berlin, 12.10.1935, lot 5 (sold for 420 RM), private property, 24/25.05.1984 Galerie Gerda Bassenge, Berlin, lot 405, Freunde der Preußischen Schlösser und Gärten, Berlin;2015 restitution to the heirs;Read more;Read less",,"restituted;Literature / Source;Paul Graupe, Handzeichnungen des 16. bis 20. Jahrhunderts, Gemälde, altes Kunstgewerbe: aus verschiedenem Privatbesitz, Berlin, 12. Oktober 1935 (Katalog Nr. 147);Read more;Read less",2009,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Silberberg, Max (Sammlung)",https://www.lostart.de/en/Verlust/414594,"Paul Graupe, Handzeichnungen des 16. bis 20. Jahrhunderts, Gemälde, altes Kunstgewerbe: aus verschiedenem Privatbesitz, Berlin, 12. Oktober 1935 (Katalog Nr. 147);Read more"
